Time,Study.no,Study,Authors,Year,N,Age,Variable,Component,Task,Cor,Group,Seq_type,Seq_complexity,Trial_no,Response
1,13,Siegelman & Frost (2015),Siegelman & Frost ,2015,76,24.1,,RAN,Ran Digits,0.05,TD,probabilistic,SOC,960,keyboard
1,14,Spit & Rispens (2018),Spit & Rispens ,2018,25,10.9,Language,Grammar,Relative Clause Comprehension,-0.4284979,TD,deterministic,,360,gamepad
1,15,West et al. (2019),West et al. ,2019,23,9.805833333,Literacy,Reading,Word Reading,-0.06,DD,probabilistic,SOC,1000,gamepad
1,15,West et al. (2019),West et al. ,2019,23,9.805833333,Literacy,Reading,Nonword Reading,-0.16,DD,probabilistic,SOC,1000,gamepad
1,15,West et al. (2019),West et al. ,2019,25,7.616666667,Literacy,Reading,Word Reading,0.19,TD,probabilistic,SOC,1000,gamepad
1,15,West et al. (2019),West et al. ,2019,25,7.616666667,Literacy,Reading,Nonword Reading,0.08,TD,probabilistic,SOC,1000,gamepad
1,16,West et al. (2018),West et al. ,2018,101,8.1925,Language,Grammar,Receptive Grammar,-0.03,TD,probabilistic,SOC,500,gamepad
1,16,West et al. (2018),West et al. ,2018,101,8.1925,Literacy,Composite,Literacy Composite,-0.2,TD,probabilistic,SOC,500,gamepad
2,16,West et al. (2018),West et al. ,2018,101,8.1925,Language,Grammar,Receptive Grammar,0.03,TD,probabilistic,SOC,1000,gamepad
2,16,West et al. (2018),West et al. ,2018,101,8.1925,Literacy,Composite,Literacy Composite,0.16,TD,probabilistic,SOC,1000,gamepad
1,17,West et al. (2021),West et al. ,2021,112,7.675833333,Language,Grammar,Receptive Grammar,0.05,TD,probabilistic,SOC,1000,gamepad
1,17,West et al. (2021),West et al. ,2021,112,7.675833333,Literacy,Reading,Word Reading,0.07,TD,probabilistic,SOC,1000,gamepad
1,17,West et al. (2021),West et al. ,2021,112,7.675833333,Literacy,Reading,Nonword Reading,0.05,TD,probabilistic,SOC,1000,gamepad
2,17,West et al. (2021),West et al. ,2021,112,7.675833333,Language,Grammar,Receptive Grammar,0.32,TD,probabilistic,SOC,2000,gamepad
2,17,West et al. (2021),West et al. ,2021,112,7.675833333,Literacy,Reading,Word Reading,0.31,TD,probabilistic,SOC,2000,gamepad
2,17,West et al. (2021),West et al. ,2021,112,7.675833333,Literacy,Reading,Nonword Reading,0.22,TD,probabilistic,SOC,2000,gamepad
1,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.41666667,Language,Vocabulary,Receptive Lexical Abilities,0.34,TD,deterministic,FOC,448,keyboard
1,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.41666667,Language,Grammar,Receptive Grammar,0.28,TD,deterministic,FOC,448,keyboard
1,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Vocabulary,Receptive Lexical Abilities,-0.06,DLD,deterministic,FOC,448,keyboard
1,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Grammar,"Expressive Grammar - Sentence 
Production",-0.11,DLD,deterministic,FOC,448,keyboard
1,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Grammar,Receptive Grammar,0.27,DLD,deterministic,FOC,448,keyboard
2,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.41666667,Language,Vocabulary,Receptive Lexical Abilities,-0.75,TD,deterministic,FOC,896,touchscreen
2,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.41666667,Language,Grammar,Receptive Grammar,0.24,TD,deterministic,FOC,896,touchscreen
2,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Vocabulary,Receptive Lexical Abilities,0.19,DLD,deterministic,FOC,896,touchscreen
2,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Grammar,"Expressive Grammar - Sentence 
Production",-0.2,DLD,deterministic,FOC,896,touchscreen
2,18,Gabriel et al. (2012),Gabriel et al. ,2012,15,10.25,Language,Grammar,Receptive Grammar,-0.18,DLD,deterministic,FOC,896,touchscreen
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,10.68333333,Language,Phonology,Phonology,0.012,TD,deterministic,SOC,680,keyboard
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,10.68333333,Language,Vocabulary,Semantics,0.106,TD,deterministic,SOC,680,keyboard
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,10.68333333,Language,Grammar,Syntax,0.045,TD,deterministic,SOC,680,keyboard
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,11.65,Language,Phonology,Phonology,0.165,DLD,deterministic,SOC,680,keyboard
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,11.65,Language,Vocabulary,Semantics,-0.065,DLD,deterministic,SOC,680,keyboard
1,19,Kuppuraj et al.(2016),Kuppuraj et al.,2016,30,11.65,Language,Grammar,Syntax,0.165,DLD,deterministic,SOC,680,keyboard
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,Literacy,Reading,Word Reading,-0.17,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,Literacy,Reading,Nonword Reading,-0.26,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,Literacy,Spelling,Spelling,-0.12,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,,RAN,Ran Letters,-0.29,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,,RAN,Ran Pictures,-0.17,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.666666667,Language,Phonology,Nonword Repetition,0.1,TD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,Literacy,Reading,Word Reading,0.37,DD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,Literacy,Reading,Nonword Reading,0.26,DD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,Literacy,Spelling,Spelling,0.38,DD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,,RAN,Ran Letters,0.23,DD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,,RAN,Ran Pictures,0.15,DD,deterministic,FOC,380,gamepad
1,20,van Witteloostuijn et al. (2019),van Witteloostuijn et al. ,2019,50,9.833333333,Language,Phonology,Nonword Repetition,0.07,DD,deterministic,FOC,380,gamepad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,23,22.23,Language,Vocabulary,Receptive Vocabulary,-0.421,TD,deterministic,SOC,312,response keypad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,23,22.23,Language,Grammar,Derivational Morphology,-0.145,TD,deterministic,SOC,312,response keypad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,23,22.23,Language,Grammar,Sentence Comprehension,-0.42,TD,deterministic,SOC,312,response keypad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,25,22.14,Language,Vocabulary,Receptive Vocabulary,-0.058,DLD,deterministic,SOC,312,response keypad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,25,22.14,Language,Grammar,Derivational Morphology,-0.132,DLD,deterministic,SOC,312,response keypad
1,21,Lee & Tomblin (2015),Lee & Tomblin ,2015,25,22.14,Language,Grammar,Sentence Comprehension,0.359,DLD,deterministic,SOC,312,response keypad
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,Literacy,Reading,Silent Reading Speed,0.008,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,Literacy,Reading,Reading Errors,-0.1,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,Literacy,Reading,Pseudoword Rate,-0.4,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,Language,Phonology,Phoneme Segmentation,0.354,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,Language,Phonology,Phoneme Deletion,-0.7,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,,RAN,Ran Numbers,-0.23,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,23,12.41,,RAN,Ran Letters,0.257,DD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,Literacy,Reading,Silent Reading Speed,0.073,TD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,Literacy,Reading,Reading Errors,0.016,TD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,Literacy,Reading,Pseudoword Rate,-0.127,TD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,Language,Phonology,Phoneme Segmentation,-0.053,TD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,,RAN,Ran Numbers,-0.043,TD,deterministic,SOC,756,keyboard
1,22,Vakil et al.(2015),Vakil et al.,2015,30,12.55,,RAN,Ran Letters,0.04,TD,deterministic,SOC,756,keyboard
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Literacy,Reading,Composite Reading (Phonological Decoding And Orthographic Reading),-0.176,DD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Grammar,Receptive Grammar,-0.0032,DD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Phonology,Nonword Repetition,0.2827,DD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Vocabulary,Receptive Vocabulary,-0.0469,DD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Literacy,Reading,Composite Reading (Phonological Decoding And Orthographic Reading),-0.0115,TD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Grammar,Receptive Grammar,0.2877,TD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Phonology,Nonword Repetition,-0.1728,TD,alternating,SOC,1700,response box
1,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Vocabulary,Receptive Vocabulary,-0.0959,TD,alternating,SOC,1700,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Literacy,Reading,Composite Reading (Phonological Decoding And Orthographic Reading),0.398,DD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Grammar,Receptive Grammar,0.0644,DD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Phonology,Nonword Repetition,0.4299,DD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,12,11,Language,Vocabulary,Receptive Vocabulary,-0.0899,DD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Literacy,Reading,Composite Reading (Phonological Decoding And Orthographic Reading),0.232,TD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Grammar,Receptive Grammar,0.1607,TD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Phonology,Nonword Repetition,-0.3358,TD,alternating,SOC,2125,response box
2,23,Hedenius et al. (2013),Hedenius et al. ,2013,17,11.1,Language,Vocabulary,Receptive Vocabulary,-0.1699,TD,alternating,SOC,2125,response box
1,24,Kidd & Kirjavainen (2011),Kidd & Kirjavainen ,2011,120,5.2,Language,Vocabulary,Receptive Vocabulary,-0.035,TD,deterministic,FOC,300,gamepad
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,Literacy,Reading,Word Reading Accuracy,0.249499,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,Literacy,Reading,Word Reading Speed,0.193245,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,Literacy,Reading,Nonword Reading Accuracy,-0.000409,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,Literacy,Reading,Nonword Reading Speed,0.083411,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,,RAN,Ran Numbers,0.436318,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,24.83,,RAN,Ran Letters,-0.161462,TD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,Literacy,Reading,Word Reading Accuracy,-0.111301,DD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,Literacy,Reading,Word Reading Speed,0.111877,DD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,Literacy,Reading,Nonword Reading Accuracy,-0.145565,DD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,Literacy,Reading,Nonword Reading Speed,-0.115386,DD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,,RAN,Ran Numbers,0.132604,DD,deterministic,SOC,648,keyboard
2,25,Gabay et al.(2012),Gabay et al.,2012,12,23.58,,RAN,Ran Letters,-0.039906,DD,deterministic,SOC,648,keyboard
1,26,Park et al. (2018),Park et al. ,2018,59,10.27,Language,Composite,Core Language Score,0.220977181,TD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,59,10.27,Language,Composite,Receptive Language Index,0.125104446,TD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,59,10.27,Language,Composite,Expressive Language Index,0.221746138,TD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,59,10.27,Language,Vocabulary,Receptive Vocabulary,0.123265685,TD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,59,10.27,Language,Vocabulary,Expressive Vocabulary,0.175738329,TD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,27,9.95,Language,Composite,Core Language Score,-0.208767204,DLD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,27,9.95,Language,Composite,Receptive Language Index,0.076299323,DLD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,27,9.95,Language,Composite,Expressive Language Index,-0.320864417,DLD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,27,9.95,Language,Vocabulary,Receptive Vocabulary,0.148961788,DLD,deterministic,FOC,400,response box
1,26,Park et al. (2018),Park et al. ,2018,27,9.95,Language,Vocabulary,Expressive Vocabulary,-0.268349947,DLD,deterministic,FOC,400,response box
1,27,Mayor-Dubois et al. (2014),Mayor-Dubois et al. ,2014,65,18,,RAN,Ran,0.65,DLD,deterministic,FOC,420,keyboard
1,27,Mayor-Dubois et al. (2014),Mayor-Dubois et al. ,2014,65,18,Language,Phonology,Phonological Awareness,0.49,DLD,deterministic,FOC,420,keyboard
1,28,Stoodley et al.(2006),Stoodley et al.,2006,21,22.83333333,Literacy,Composite,Literacy Composite,-0.215,TD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,21,22.83333333,Literacy,Spelling,Orthographic Accuracy,0.034,TD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,21,22.83333333,Literacy,Spelling,Orthographic Rt,0.204,TD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,21,22.83333333,Language,Phonology,Phonological Accuracy,-0.353,TD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,21,22.83333333,Language,Phonology,Phonological Rt,0.18,TD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,19,23.916666,Literacy,Composite,Literacy Composite,0.719,DD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,19,23.916666,Literacy,Spelling,Orthographic Accuracy,0.371,DD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,19,23.916666,Literacy,Spelling,Orthographic Rt,0.396,DD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,19,23.916666,Language,Phonology,Phonological Accuracy,0.225,DD,deterministic,SOC,300,button box
1,28,Stoodley et al.(2006),Stoodley et al.,2006,19,23.916666,Language,Phonology,Phonological Rt,0.295,DD,deterministic,SOC,300,button box
1,29,Lukács & Kemény (2014),Lukács & Kemény ,2014,29,9.1,Language,Grammar,Receptive Grammar (Correct Items),-0.069,DLD,deterministic,FOC,720,keyboard
1,29,Lukács & Kemény (2014),Lukács & Kemény ,2014,29,9.1,Language,Vocabulary,Receptive Vocabulary,0.058,DLD,deterministic,FOC,720,keyboard
1,29,Lukács & Kemény (2014),Lukács & Kemény ,2014,29,9.1,Language,Grammar,Sentence Recalling,-0.069,DLD,deterministic,FOC,720,keyboard
1,29,Lukács & Kemény (2014),Lukács & Kemény ,2014,29,9.1,Language,Phonology,Nonword Repetition,0.051,DLD,deterministic,FOC,720,keyboard
1,30,Lum & Kidd (2012),Lum & Kidd ,2012,58,5.448333333,Language,Grammar,Regular Past Tense,0.115,TD,deterministic,FOC,300,gamepad
1,30,Lum & Kidd (2012),Lum & Kidd ,2012,58,5.448333333,Language,Grammar,Irregular Past Tense,-0.007,TD,deterministic,FOC,300,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Language,Grammar,Sentence Recalling,-0.33,DLD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Spelling,Spelling,-0.2771683,DLD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Reading,Nonword Reading,0.09144984,DLD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Reading,Word Reading,0.0412682,DLD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Language,Grammar,Sentence Recalling,0.18,TD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Spelling,Spelling,-0.1251816,TD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Reading,Nonword Reading,-0.1029275,TD,deterministic,FOC,380,gamepad
1,31,Lammertink et al. (2020),Lammertink et al. ,2020,35,9.0833,Literacy,Reading,Word Reading,0.03835598,TD,deterministic,FOC,380,gamepad
1,32,Mimeau et al. (2016),Mimeau et al. ,2016,76,6.5,Language,Grammar,Past Tense Production Task,0.21,TD,deterministic,FOC,450,gamepad
1,32,Mimeau et al. (2016),Mimeau et al. ,2016,76,6.5,Language,Grammar,Receptive Grammar,0.07,TD,deterministic,FOC,450,gamepad
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Formulating Sentences (Ss),0.062,DLD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Recalling Sentences (Ss),0.178,DLD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Concepts & Following Directions (Ss),0.371,DLD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Either Word Struc/Classes (Ss),-0.042,DLD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Formulating Sentences (Ss),-0.345,DLD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Recalling Sentences (Ss),0.069,DLD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Concepts & Following Directions (Ss),-0.397,DLD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,25,9.8125,Language,Grammar,Either Word Struc/Classes (Ss),0.483,DLD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Formulating Sentences (Ss),0.004,TD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Recalling Sentences (Ss),0.002,TD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Concepts & Following Directions (Ss),0.481,TD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Either Word Struc/Classes (Ss),0.029,TD,deterministic,FOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Formulating Sentences (Ss),0.335,TD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Recalling Sentences (Ss),-0.091,TD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Concepts & Following Directions (Ss),0.005,TD,deterministic,SOC,300,keyboard
1&2,33,Clark & Lum (2017b),Clark & Lum ,2017b,27,9.696666667,Language,Grammar,Either Word Struc/Classes (Ss),-0.332,TD,deterministic,SOC,300,keyboard
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Trog_Ss,0.179539704,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Vocabulary,Receptive Vocabulary,-0.204200916,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Phonology,Nwr_Ss,0.321147595,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Errni_Comprehension Subtest_Ss,-0.519120319,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Vocabulary,Expressive Vocabulary,0.12233594,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Syntactic Formulation_Ss,-0.221518992,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Literacy,Reading,Towre_Word_Ss,-0.107927548,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Literacy,Reading,Towre_Nonword_Ss,0.077592818,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Errni_Mlu_Ss,-0.056183547,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Errni_Story_Ss,-0.401961852,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,Language,Grammar,Errni_Recall_Ss,-0.33102664,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,,RAN,Rapid Naming_Pic_Ss,-0.243111742,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,20,8.9305,,RAN,Rapid Naming Digit_Ss,-0.153894122,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Trog_Ss,0.065502263,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Vocabulary,Bpvs_Ss,-0.020805642,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Phonology,Nwr_Ss,0.16230583,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Errni_Comp_Ss,-0.117970169,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Vocabulary,Ace_Naming_Ss,0.446634413,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Syntactic_Ss,-0.268615493,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Literacy,Reading,Towre_Word_Ss,0.157937487,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Literacy,Reading,Towre_Nonword_Ss,0.208164306,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Errni_Mlu_Ss,-0.532177109,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Errni_Story_Ss,-0.106199836,TD,deterministic,FOC,400,response box
1,34,Hsu & Bishop(2014),Hsu & Bishop,2014,28,5.813214,Language,Grammar,Errni_Recall_Ss,-0.33836669,TD,deterministic,FOC,400,response box
